,siteiid,peiid,pedon_id,site_id,obs_date,utmzone,utmeasting,utmnorthing,x,y,horizdatnm,x_std,y_std,gpspositionalerror,describer,pedonpurpose,pedontype,pedlabsampnum,labdatadescflag,tsectstopnum,tsectinterval,utransectid,tsectkind,tsectselmeth,elev_field,slope_field,aspect_field,plantassocnm,earthcovkind1,earthcovkind2,erocl,bedrckdepth,bedrckkind,bedrckhardness,hillslopeprof,geomslopeseg,shapeacross,shapedown,slopecomplex,drainagecl,geomposhill,geomposmntn,geomposflats,slope_shape,classdate,classifier,classtype,taxonname,localphase,taxonkind,seriesstatus,taxpartsize,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,soiltaxedition,osdtypelocflag,taxmoistcl,taxtempregime,taxfamother,psctopdepth,pscbotdepth,selection_method,ecositeid,ecositenm,ecositecorrdate,es_classifier,es_selection_method,umbric.epipedon,argillic.horizon,ochric.epipedon,cambic.horizon,lithic.contact,paralithic.contact,mollic.epipedon,paralithic.materials,kandic.horizon,lithologic.discontinuity,andic.soil.properties,densic.contact,abrupt.textural.change,aquic.conditions,duripan,slickensides,redox.depletions.with.chroma.2.or.less,redox.concentrations,reduced.matrix,densic.materials,volcanic.glass,folistic.epipedon,albic.materials,human.transported.material,strongly.contrasting.particle.size.class,secondary.carbonates,anthropic.epipedon,surface_fgravel,surface_gravel,surface_cobbles,surface_stones,surface_boulders,surface_channers,surface_flagstones,surface_paragravel,surface_paracobbles,landform_string,pmkind,pmorigin,sampled_as,musym,taxclname,correlated,grpiidref,grpname,correlated_matches
94,543831,533337,73-CA-55-009x,S1973-CA-55-009x,2/27/2009,10,711773.35,4186676.48,-120.5945358,37.80293655,NAD83,-120.5934263,37.80273,NA,"COS, BFS, RMD, LKS",laboratory sampling site,correlates to named soil,UCD7355009,0,NA,NA,NA,NA,NA,232,10,180,NA,NA,NA,0,NA,metavolcanics,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,12/17/2015,Theresa Kunch,correlated,Loafercreek,NA,series,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,48,89,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SOBRANTE,7085,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs",Loafercreek,23254,UCD_pedons,TRUE
95,543832,533338,74-CA-55-019x,S1974-CA-55-019x,2/27/2009,10,722910.36,4181284.59,-120.4697952,37.75173569,NAD83,-120.469795,37.751735,NA,COS,laboratory sampling site,correlates to named soil,UCD7455019,0,NA,NA,NA,NA,NA,290,7,270,NA,NA,NA,0,NA,metavolcanics,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/3/2015,Theresa Kunch,correlated,Auburn,NA,series,established,loamy,inceptisols,xerepts,haploxerepts,lithic haploxerepts,twelfth edition,0,xeric,thermic,NA,0,36,most recent,F018XI200CA,Low Elevation Foothills 18-25 PZ,7/6/2017,Julie Baker,least missing data,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBURN,7085,"Loamy, mixed, superactive, thermic Lithic Haploxerepts",Auburn,23254,UCD_pedons,TRUE
96,543833,533339,74-CA-55-021x,S1974-CA-55-021x,2/27/2009,10,717405.23,4189658.03,-120.5297089,37.82846069,NAD83,-120.529262,37.8269923,NA,"COS, BFS",laboratory sampling site,correlates to named soil,UCD7455021,0,NA,NA,NA,NA,NA,317,11,225,NA,NA,NA,0,NA,metavolcanics,NA,NA,NA,NA,NA,simple,somewhat excessively,NA,NA,NA,NA,12/3/2015,Theresa Kunch,correlated,Auburn,NA,series,established,loamy,inceptisols,xerepts,haploxerepts,lithic haploxerepts,twelfth edition,0,xeric,thermic,NA,0,33,most recent,F018XI200CA,Low Elevation Foothills 18-25 PZ,7/6/2017,Julie Baker,least missing data,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBURN,7085,"Loamy, mixed, superactive, thermic Lithic Haploxerepts",Auburn,23254,UCD_pedons,TRUE
97,543834,533340,80-CA-05-083x,S1980-CA-05-083x,3/2/2009,10,688347.24,4221854.01,-120.8512192,38.124897,NAD83,-120.851221,38.124899,NA,JPO,laboratory sampling site,representative pedon for component,UCD8005083,0,NA,NA,NA,NA,NA,175,15,0,NA,NA,NA,1,NA,metavolcanics,NA,NA,NA,NA,NA,complex,well,NA,NA,NA,NA,1/22/2016,Andrew Paolucci,correlated,Auburn,NA,series,established,loamy,inceptisols,xerepts,haploxerepts,lithic haploxerepts,twelfth edition,0,xeric,thermic,NA,0,28,most recent,F018XI200CA,Low Elevation Foothills 18-25 PZ,7/6/2017,Julie Baker,least missing data,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBURN,7085,"Loamy, mixed, superactive, thermic Lithic Haploxerepts",Auburn,23254,UCD_pedons,TRUE
98,543860,533366,71-CA-05-061x,S1971-CA-05-061x,2/25/2009,10,705818.73,4227107.46,-120.650528,38.16838837,NAD83,-120.650526,38.168393,NA,JAD,laboratory sampling site,undefined observation,UCD7105061,0,NA,NA,NA,NA,NA,305,18,315,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/17/2015,NA,correlated,"Fine-loamy, mixed, superactive, thermic Mollic Haploxeralfs",deep?,NA,NA,fine-loamy,alfisols,xeralfs,haploxeralfs,mollic haploxeralfs,twelfth edition,0,xeric,thermic,NA,51,101,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,PARDEE,1090,"Fine-loamy, mixed, superactive, thermic Mollic Haploxeralfs","Fine-loamy, mixed, superactive, thermic Mollic Haploxeralfs",23254,UCD_pedons,TRUE
99,543869,533375,73-CA-55-017x,S1973-CA-55-017x,2/27/2009,10,719889.44,4197407.95,-120.4991531,37.89764786,NAD83,-120.4987788,37.8976374,NA,"BFS, RMD, LKS",laboratory sampling site,undefined observation,UCD7355017,0,NA,NA,NA,NA,NA,381,42,0,NA,NA,NA,1,NA,basalt,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,5/24/2017,Andrew Paolucci,correlated,Typic Haploxerepts,NA,family,tentative,fine,inceptisols,xerepts,haploxerepts,typic haploxerepts,twelfth edition,0,xeric,thermic,NA,25,71,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,STOVER,3058,"Fine, mixed, active, thermic Typic Haploxerepts",Typic Haploxerepts,23254,UCD_pedons,TRUE
100,543913,533419,73-CA-05-068x,S1973-CA-05-068x,2/27/2009,10,703490.59,4239067.15,-120.6736526,38.27661896,NAD83,-120.671808,38.2753096,NA,"COS, RDR, BFS, WRP",laboratory sampling site,undefined observation,UCD7305068,0,NA,NA,NA,NA,NA,390,66,68,NA,NA,NA,0,NA,"schist, unspecified",NA,NA,NA,NA,convex,simple,well,NA,NA,NA,NA,12/15/2015,Cathy Scott,correlated,Typic Dystroxerepts,NA,family,tentative,coarse-loamy,inceptisols,xerepts,dystroxerepts,typic dystroxerepts,twelfth edition,0,xeric,mesic,NA,28,103,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,FIDDLETOWN,8173,"Coarse-loamy, mixed, superactive, mesic Typic Dystroxerepts",Typic Dystroxerepts,23254,UCD_pedons,TRUE
101,543914,533420,77-CA-55-038x,S1977-CA-55-038x,3/2/2009,10,737927.86,4197645.29,-120.2941284,37.89524841,NAD83,-120.294127,37.895251,NA,BFS,laboratory sampling site,taxadjunct to the series,UCD7755038,0,NA,NA,NA,NA,NA,607,8,135,NA,NA,NA,1,NA,"schist, unspecified",NA,NA,NA,NA,convex,simple,well,NA,NA,NA,NA,12/11/2015,Theresa Kunch,correlated,Millvilla,NA,taxadjunct,tentative,fine,alfisols,xeralfs,rhodoxeralfs,typic rhodoxeralfs,twelfth edition,0,xeric,thermic,NA,25,75,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SECATA,8312,"Fine, mixed, semiactive, thermic Typic Rhodoxeralfs",Millvilla,23254,UCD_pedons,TRUE
102,543915,533421,73-CA-05-064x,S1973-CA-05-064x,2/27/2009,10,705293.53,4236536.02,-120.6537933,38.25341797,NAD83,-120.66028,38.2520979,NA,"COS, SRP, BFS",laboratory sampling site,taxadjunct to the series,UCD7305064,0,NA,NA,NA,NA,NA,561,32,180,NA,NA,NA,1,NA,"schist, unspecified",NA,NA,NA,NA,convex,simple,somewhat excessively,NA,NA,NA,NA,12/15/2015,Cathy Scott,correlated,Priestgrade,NA,taxadjunct,tentative,loamy-skeletal,entisols,orthents,xerorthents,lithic xerorthents,twelfth edition,0,xeric,thermic,NA,5,28,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,ETSEL,8175,"Loamy-skeletal, mixed, superactive, acid, thermic Lithic Xerorthents",Priestgrade,23254,UCD_pedons,TRUE
103,543916,533422,67-CA-05-022x,S1967-CA-05-022x,1/21/2009,10,710795.44,4217580.27,-120.5965805,38.08145142,NAD83,-120.596577,38.081453,NA,"JAD, COS",laboratory sampling site,taxadjunct to the series,UCD6705022,0,NA,NA,NA,NA,NA,389,5,315,NA,NA,NA,0,NA,metavolcanics,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/11/2015,Cathy Scott,correlated,"Loamy, mixed, superactive, thermic Lithic Haploxeralf",shallow,NA,NA,loamy,alfisols,xeralfs,haploxeralfs,lithic haploxeralfs,twelfth edition,0,xeric,thermic,NA,5,48,most recent,F018XI201CA,Thermic Foothills 22-31 PZ,7/6/2017,Julie Baker,least missing data,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AUBURN,7074,"Loamy, mixed, superactive, thermic Lithic Haploxeralfs","Loamy, mixed, superactive, thermic Lithic Haploxeralf",23254,UCD_pedons,TRUE
104,543919,533425,73-CA-55-014x,S1973-CA-55-014x,2/27/2009,10,725623.45,4208991.83,-120.4303665,38.0005455,NAD83,-120.4317353,38.0020791,NA,"COS, BFS, LKS, RMD",laboratory sampling site,correlates to named soil,UCD7355014,0,NA,NA,NA,NA,NA,549,12,315,NA,NA,NA,0,NA,"schist, unspecified",NA,NA,NA,NA,concave,simple,well,NA,NA,NA,NA,9/4/2018,Andrew Brown,correlated,Copperopolis,NA,series,tentative,loamy,inceptisols,xerepts,haploxerepts,lithic haploxerepts,twelfth edition,0,xeric,thermic,NA,0,36,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,DAULTON,7211,"Loamy, mixed, superactive, thermic Lithic Haploxerepts",Copperopolis,23254,UCD_pedons,TRUE
105,543920,533426,75-CA-55-024x,S1975-CA-55-024x,2/27/2009,10,745363.07,4189820.33,-120.2123108,37.82283401,NAD83,-120.2136349,37.8221737,NA,"WRA, BFS",laboratory sampling site,taxadjunct to the series,UCD7555024,0,NA,NA,NA,NA,NA,1052,58,45,NA,NA,NA,1,NA,"schist, unspecified",NA,NA,NA,NA,convex,simple,well,NA,NA,NA,NA,8/3/2018,Andrew Paolucci,correlated,Arpatutu,NA,taxadjunct,tentative,loamy-skeletal,inceptisols,xerepts,dystroxerepts,typic dystroxerepts,twelfth edition,0,xeric,NA,NA,NA,NA,most recent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,residuum,NA,SHEETIRON,8162,"Loamy-skeletal, mixed, active, mesic Typic Dystroxerepts",Arpatutu,23254,UCD_pedons,TRUE
106,543924,533430,65-CA-05-002x,S1965-CA-05-002x,1/26/2009,10,697731.01,4215427.61,-120.7460175,38.0650177,NAD83,-120.7428919,38.0621546,NA,"JAD, COS, LH",laboratory sampling site,undefined observation,UCD6505002,0,NA,NA,NA,NA,NA,357,6,270,NA,NA,NA,0,NA,"sandstone, unspecified",NA,NA,NA,NA,convex,complex,well,NA,NA,NA,NA,1/21/2016,Andrew Paolucci,correlated,Whiterock,NA,series,established,loamy,entisols,orthents,xerorthents,lithic xerorthents,twelfth edition,0,xeric,thermic,NA,0,20,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,WHITEROCK,8034,"Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthents",Whiterock,23254,UCD_pedons,TRUE
107,543929,533435,71-CA-05-062x,S1971-CA-05-062x,2/25/2009,10,725409.03,4223348.09,-120.4282837,38.12985992,NAD83,-120.4290204,38.1277941,NA,JAD,laboratory sampling site,undefined observation,UCD7105062,0,NA,NA,NA,NA,NA,655,21,45,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,3/14/2016,Andrew Paolucci,correlated,Ultic Haploxeralfs,NA,NA,NA,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,41,91,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,alluvium,NA,HONN,1090,"Fine-loamy, mixed, active, thermic Ultic Haploxeralfs",Ultic Haploxeralfs,23254,UCD_pedons,TRUE
108,543932,533438,71-CA-05-056x,S1971-CA-05-056x,2/25/2009,10,678870.56,4230502.99,-120.9570923,38.20472717,NAD83,-120.957098,38.204727,NA,JAD,laboratory sampling site,taxadjunct to the series,UCD7105056,0,NA,NA,NA,NA,NA,107,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,12/6/2017,Andrew Paolucci,correlated,Pardee,NA,taxadjunct,established,clayey,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,shallow,28,46,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,PARDEE,5202,"Clayey, mixed, active, thermic, shallow Ultic Haploxeralfs",Pardee,23254,UCD_pedons,TRUE
109,543933,533439,71-CA-05-058x,S1971-CA-05-058x,2/25/2009,10,682538.36,4229763.45,-120.9154205,38.19733047,NAD83,-120.9154229,38.19733,NA,JAD,laboratory sampling site,undefined observation,UCD7105058,0,NA,NA,NA,NA,NA,81,5.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,1/18/2018,Julie Baker,correlated,Mokelumne,NA,taxadjunct,NA,fine,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,xeric,thermic,not used,51,91,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,MOKELUMNE,5100,"Fine, mixed, active, thermic Ultic Palexeralfs",Mokelumne,23254,UCD_pedons,TRUE
110,543937,533443,80-CA-05-080x,S1980-CA-05-080x,3/2/2009,10,693238.81,4204985.18,-120.8000107,37.9719429,NAD83,-120.800006,37.971942,NA,"COS, JPO",laboratory sampling site,taxadjunct to the series,UCD8005080,0,NA,NA,NA,NA,NA,123,0,NA,NA,NA,NA,0,NA,"tuff, unspecified",NA,NA,NA,NA,NA,NA,well,NA,NA,NA,NA,1/21/2018,Andrew Paolucci,correlated,Jennylind,NA,taxadjunct,established,loamy,inceptisols,xerepts,dystroxerepts,lithic dystroxerepts,twelfth edition,0,xeric,thermic,NA,25,46,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,AMADOR,5012,"Loamy, mixed, superactive, thermic Lithic Dystroxerepts",Jennylind,23254,UCD_pedons,TRUE
111,543941,533447,67-CA-55-002x,S1967-CA-55-002x,1/14/2009,10,717837.13,4198133.63,-120.5222549,37.90467834,NAD83,-120.5222955,37.9057477,NA,"JAD, COS",laboratory sampling site,taxadjunct to the series,UCD6755002,0,NA,NA,NA,NA,NA,396,3,270,NA,NA,NA,0,NA,latite,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,1/3/2017,Andrew Paolucci,correlated,Goldwall,NA,taxadjunct,tentative,loamy,inceptisols,xerepts,humixerepts,lithic humixerepts,twelfth edition,0,xeric,thermic,NA,0,13,most recent,R018XI101CA,Shallow Latite Ridgetops 20-35 PZ,7/6/2016,Andrew Paolucci,least missing data,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,lava plateau,residuum,latite,HIDEAWAY,3046,"Loamy, mixed, superactive, thermic Lithic Humixerepts",Goldwall,23254,UCD_pedons,TRUE
112,543956,533462,S08CALATIGO-001,S2008CALATIGO-001,8/2/2008,10,703128.3,4219044.5,-120.6835098,38.09639359,NAD83,-120.6835098,38.0963936,NA,"DB,ATO",laboratory sampling site,taxadjunct to the series,UCD08LAT001,1,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,60,greenstone,NA,backslope,NA,NA,NA,simple,moderately well,NA,NA,NA,NA,12/29/2015,Andrew Paolucci,correlated,Loafercreek,NA,taxadjunct,established,fine,alfisols,xeralfs,haploxeralfs,ultic palexeralfs,twelfth edition,0,xeric,thermic,NA,12,60,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hill,saprolite,NA,SND,7074,"Fine, mixed, semiactive, thermic Ultic Palexeralfs",Loafercreek,23254,UCD_pedons,TRUE
113,543959,533465,66-CA-05-017x,S1966-CA-05-017x,1/23/2009,10,710841.01,4215558.31,-120.5966568,38.06323624,NAD83,-120.5984105,38.0650153,NA,"JAD, COS",laboratory sampling site,taxadjunct to the series,UCD6605017,0,NA,NA,NA,NA,NA,396,5,225,NA,NA,NA,0,NA,slate,NA,NA,NA,NA,NA,simple,well,NA,NA,NA,NA,1/22/2016,Andrew Paolucci,correlated,Donpedro,NA,taxadjunct,tentative,fine-loamy,inceptisols,xerepts,haploxerepts,typic haploxerepts,twelfth edition,0,xeric,thermic,NA,25,66,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,DORADO,8034,"Fine-loamy, mixed, superactive, thermic Typic Haploxerepts",Donpedro,23254,UCD_pedons,TRUE
114,543990,533496,75-CA-55-025x,S1975-CA-55-025x,2/27/2009,10,748894.28,4193180.64,-120.1710815,37.85212708,NAD83,-120.1685886,37.8532885,NA,"WRA, BFS, WRP",laboratory sampling site,correlates to named soil,UCD7555025,0,NA,NA,NA,NA,NA,899,21,180,NA,NA,NA,0,NA,"schist, unspecified",NA,NA,NA,NA,NA,complex,well,NA,NA,NA,NA,12/4/2015,Andrew Paolucci,correlated,Wallyhill,NA,series,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,NA,58,89,most recent,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,COARSEGOLD,8171,"Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs",Wallyhill,23254,UCD_pedons,TRUE
115,543993,533499,S09CAL-001,S2009CAL-001,8/13/2009,10,713804.54,4215194.1,-120.5630112,38.05926132,NAD83,-120.5630112,38.0592613,NA,DB and ATO,laboratory sampling site,correlates to named soil,UCD09L001,1,NA,NA,NA,NA,NA,1200,7,310,NA,NA,NA,NA,24,phyllite,NA,summit,NA,convex,convex,simple,well,nose slope,NA,NA,convex / convex,12/30/2015,Andrew Paolucci,correlated,Exchequer,NA,series,established,loamy-skeletal,entisols,orthents,xerorthents,lithic xerorthents,twelfth edition,0,xeric,thermic,NA,0,24,single record,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,5,0,0,0,0,0,hill,residuum,NA,Exchequer,7088,"Loamy-skeletal, mixed, superactive, nonacid, thermic Lithic Xerorthents",Exchequer,23254,UCD_pedons,TRUE
116,544102,533608,66-CA-05-009x,S1966-CA-05-009x,1/23/2009,10,724683.83,4227375.83,-120.4352875,38.16630554,NAD83,-120.4340032,38.1655086,NA,"JAD, COS, DD, FT",laboratory sampling site,taxadjunct to the series,UCD6605009,0,NA,NA,NA,NA,NA,869,31,135,NA,NA,NA,0,NA,slate,NA,NA,NA,NA,concave,simple,well,NA,NA,NA,NA,8/3/2018,Andrew Paolucci,correlated,Wallyhill,NA,taxadjunct,tentative,coarse-loamy,inceptisols,xerepts,humixerepts,typic humixerepts,twelfth edition,0,xeric,mesic,NA,28,84,most recent,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,OVALL,8172,"Coarse-loamy, mixed, active, mesic Typic Humixerepts",Wallyhill,23254,UCD_pedons,TRUE
117,544103,533609,73-CA-55-016x,S1973-CA-55-016x,2/27/2009,10,722680.68,4198752.16,-120.4670258,37.90907669,NAD83,-120.4670538,37.9110577,NA,"LKS, RMD, BFS",laboratory sampling site,representative pedon for component,UCD7355016,0,NA,NA,NA,NA,NA,430,16,180,NA,NA,NA,0,NA,"tuff, unspecified",NA,NA,NA,NA,convex,complex,well,NA,NA,NA,NA,2/27/2009,NA,sampled as,Pentz,NA,series,NA,loamy,mollisols,xerolls,haploxerolls,ultic haploxerolls,eleventh edition,0,xeric,thermic,shallow,0,23,single record,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,residuum,NA,Pentz,4201,"Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls",Pentz,23254,UCD_pedons,TRUE
