"","coiid","nationalmusym","dmuiid","musym","muname","mustatus","compname","comppct_r","slope_l","slope_h","drainagecl","ecosite_id","taxclname","pmkind","pmorigin","landform_string","modaldepthcl","drange"
"107",1919997,"2n9zl",552563,"8162","Nedsgulch-Arpatutu complex, 30 to 60 percent slopes","approved","Nedsgulch",57,30,60,"well","F022AI202CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope","VD","VD"
"198",2250142,"2n9zl",552563,"8162","Nedsgulch-Arpatutu complex, 30 to 60 percent slopes","approved","Arpatutu",25,30,60,"well","F022AI203CA","Loamy-skeletal, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope","MD","MD"
"193",2170372,"2n9zl",552563,"8162","Nedsgulch-Arpatutu complex, 30 to 60 percent slopes","approved","Wallyhill",10,30,60,"well","F022AI202CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope","MD","MD"
"111",1953294,"2n9zl",552563,"8162","Nedsgulch-Arpatutu complex, 30 to 60 percent slopes","approved","Sites",5,30,60,"well","F022AI202CA","Fine, parasesquic, mesic Xeric Haplohumults","colluvium & residuum","metasedimentary, unspecified","mountain slope","VD","S-MD"
"422",2528938,"2n9zl",552563,"8162","Nedsgulch-Arpatutu complex, 30 to 60 percent slopes","approved","Rock outcrop",3,30,60,NA,NA,NA,NA,NA,"mountain slope","NA","None"
"133",2029007,"2kzsn",539598,"8171","Nedsgulch-Wallyhill complex, 3 to 15 percent slopes","provisional","Nedsgulch",65,3,15,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","VD","VD"
"88",1842728,"2kzsn",539598,"8171","Nedsgulch-Wallyhill complex, 3 to 15 percent slopes","provisional","Wallyhill",25,3,15,"well","R018XI105CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","MD","MD"
"138",2029025,"2kzsn",539598,"8171","Nedsgulch-Wallyhill complex, 3 to 15 percent slopes","provisional","Fricot",10,3,15,"well","R018XI105CA","Loamy-skeletal, mixed, active, mesic, shallow Ultic Haploxeralfs","residuum","metasedimentary, unspecified","ridge & high hill","S","S"
"134",2029008,"2kzsp",539597,"8172","Nedsgulch-Wallyhill-Arpatutu complex, 15 to 30 percent slopes","approved","Nedsgulch",49,15,30,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","VD","None"
"90",1843572,"2kzsp",539597,"8172","Nedsgulch-Wallyhill-Arpatutu complex, 15 to 30 percent slopes","approved","Wallyhill",25,15,30,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","MD","MD"
"236",2482828,"2kzsp",539597,"8172","Nedsgulch-Wallyhill-Arpatutu complex, 15 to 30 percent slopes","approved","Arpatutu",15,15,30,"well","R018XI105CA","Loamy-skeletal, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","MD","MD"
"139",2029026,"2kzsp",539597,"8172","Nedsgulch-Wallyhill-Arpatutu complex, 15 to 30 percent slopes","approved","Fricot",10,15,30,"well","R018XI105CA","Loamy, mixed, active, mesic, shallow Ultic Haploxeralfs","residuum","metasedimentary, unspecified","ridge & high hill","S","S"
"267",2482915,"2kzsp",539597,"8172","Nedsgulch-Wallyhill-Arpatutu complex, 15 to 30 percent slopes","approved","Mined land",1,3,20,NA,NA,NA,NA,NA,NA,"NA","None"
"135",2029009,"22782",539595,"8173","Nedsgulch-Wallyhill-Arpatutu complex, 30 to 60 percent slopes","approved","Nedsgulch",45,30,60,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","VD","VD"
"91",1843574,"22782",539595,"8173","Nedsgulch-Wallyhill-Arpatutu complex, 30 to 60 percent slopes","approved","Wallyhill",25,30,60,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","MD","MD"
"278",2500528,"22782",539595,"8173","Nedsgulch-Wallyhill-Arpatutu complex, 30 to 60 percent slopes","approved","Arpatutu",17,30,60,"well","R018XI105CA","Loamy-skeletal, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","high hill","MD","MD"
"140",2029027,"22782",539595,"8173","Nedsgulch-Wallyhill-Arpatutu complex, 30 to 60 percent slopes","approved","Fricot",10,30,60,"well","R018XI105CA","Loamy-skeletal, mixed, active, mesic, shallow Ultic Haploxeralfs","residuum","metasedimentary, unspecified","ridge & high hill","S","VS-S"
"423",2528939,"22782",539595,"8173","Nedsgulch-Wallyhill-Arpatutu complex, 30 to 60 percent slopes","approved","Rock outcrop",3,30,60,NA,NA,NA,NA,NA,"high hill","NA","None"
"37",1813277,"2mdcl",546256,"8175","Hetchy-Priestgrade complex, 8 to 30 percent slopes","approved","Hetchy",45,8,30,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","ridge","MD","MD"
"38",1813278,"2mdcl",546256,"8175","Hetchy-Priestgrade complex, 8 to 30 percent slopes","approved","Priestgrade",45,8,30,"somewhat excessively","R018XI105CA","Loamy-skeletal, mixed, active, thermic Lithic Haploxeralfs","residuum","metasedimentary, unspecified","ridge","S","VS-S"
"165",2065414,"2mdcl",546256,"8175","Hetchy-Priestgrade complex, 8 to 30 percent slopes","approved","Ultic Haploxeralfs",10,8,30,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","ridge","D","D"
"41",1813281,"2mdcm",546257,"8176","Sanguinetti-Moccasinhill-Deerflat complex, 60 to 90 percent slopes, cool","approved","Sanguinetti",35,60,90,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Typic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","canyon & hill","D","D"
"39",1813279,"2mdcm",546257,"8176","Sanguinetti-Moccasinhill-Deerflat complex, 60 to 90 percent slopes, cool","approved","Moccasinhill",30,60,90,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Humic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","hill & canyon","MD","MD"
"55",1823378,"2mdcm",546257,"8176","Sanguinetti-Moccasinhill-Deerflat complex, 60 to 90 percent slopes, cool","approved","Deerflat",20,60,90,"well","F018XI204CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill & canyon","VD","VD"
"40",1813280,"2mdcm",546257,"8176","Sanguinetti-Moccasinhill-Deerflat complex, 60 to 90 percent slopes, cool","approved","Priestgrade",12,60,90,"somewhat excessively","R018XI105CA","Loamy-skeletal, mixed, active, thermic Humic Lithic Haploxerepts","residuum & colluvium","metasedimentary, unspecified","hill & canyon","S","VS-S"
"85",1842494,"2mdcm",546257,"8176","Sanguinetti-Moccasinhill-Deerflat complex, 60 to 90 percent slopes, cool","approved","Rock outcrop",3,60,90,NA,NA,NA,NA,NA,"canyon & hill","NA","None"
"12",1730388,"22786",531742,"8177","Moccasinhill-Priestgrade-Sanguinetti complex, 30 to 60 percent slopes","approved","Moccasinhill",45,30,60,"well","R018XI106CA","Loamy-skeletal, mixed, active, thermic Humic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","hill & canyon","MD","MD"
"13",1730389,"22786",531742,"8177","Moccasinhill-Priestgrade-Sanguinetti complex, 30 to 60 percent slopes","approved","Priestgrade",30,30,60,"somewhat excessively","R018XI106CA","Loamy-skeletal, mixed, active, thermic Humic Lithic Haploxerepts","residuum & colluvium","metasedimentary, unspecified","hill & canyon","S","VS-S"
"56",1823380,"22786",531742,"8177","Moccasinhill-Priestgrade-Sanguinetti complex, 30 to 60 percent slopes","approved","Sanguinetti",20,30,60,"well","F018XI202CA","Loamy-skeletal, mixed, active, thermic Typic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","canyon & hill","D","D"
"57",1823381,"22786",531742,"8177","Moccasinhill-Priestgrade-Sanguinetti complex, 30 to 60 percent slopes","approved","Rock outcrop",5,30,60,NA,NA,NA,NA,NA,"canyon & hill","NA","None"
"14",1730390,"22787",531743,"8178","Moccasinhill-Priestgrade complex, 60 to 90 percent slopes","approved","Moccasinhill",45,60,90,"well","R018XI125CA","Loamy-skeletal, mixed, active, thermic Humic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","hill & canyon","MD","MD"
"15",1730391,"22787",531743,"8178","Moccasinhill-Priestgrade complex, 60 to 90 percent slopes","approved","Priestgrade",30,60,90,"somewhat excessively","R018XI106CA","Loamy-skeletal, mixed, active, thermic Humic Lithic Haploxerepts","residuum & colluvium","metasedimentary, unspecified","canyon & hill","S","VS-S"
"92",1843577,"22787",531743,"8178","Moccasinhill-Priestgrade complex, 60 to 90 percent slopes","approved","Millvilla",10,60,90,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Humic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","hill & canyon","MD","MD"
"86",1842495,"22787",531743,"8178","Moccasinhill-Priestgrade complex, 60 to 90 percent slopes","approved","Rock outcrop",10,60,90,NA,NA,NA,NA,NA,"canyon & hill","NA","None"
"58",1824808,"22787",531743,"8178","Moccasinhill-Priestgrade complex, 60 to 90 percent slopes","approved","Sanguinetti",5,60,75,"well","R018XI125CA","Loamy-skeletal, mixed, active, thermic Typic Haploxerepts","colluvium & residuum","metasedimentary, unspecified","hill & canyon","D","D"
"101",1853908,"2nf4c",554702,"8190","Lickinfork-Arpatutu complex, 40 to 90 percent slopes","provisional","Lickinfork",50,40,90,"well","F022AI201CA","Loamy-skeletal, mixed, active, mesic Ultic Haploxeralfs","colluvium","metasedimentary, unspecified","mountain slope & canyon","VD","None"
"100",1853905,"2nf4c",554702,"8190","Lickinfork-Arpatutu complex, 40 to 90 percent slopes","provisional","Arpatutu",35,40,90,"well","R018XI105CA","Loamy-skeletal, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope & canyon","MD","MD"
"99",1853904,"2nf4c",554702,"8190","Lickinfork-Arpatutu complex, 40 to 90 percent slopes","provisional","Nedsgulch",10,40,90,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","canyon & mountain slope","VD","None"
"418",2528925,"2nf4c",554702,"8190","Lickinfork-Arpatutu complex, 40 to 90 percent slopes","provisional","Rock outcrop",5,40,90,NA,NA,NA,NA,NA,"canyon & mountain slope","NA","None"
"106",1864350,"2pc8q",557291,"8194","Nedsgulch-Lickinfork complex, 40 to 90 percent slopes","provisional","Nedsgulch",50,40,90,"well","F022AI202CA","Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","mountain slope & canyon","D","D"
"234",2469427,"2pc8q",557291,"8194","Nedsgulch-Lickinfork complex, 40 to 90 percent slopes","provisional","Lickinfork",35,40,90,"well","F022AI202CA","Loamy-skeletal, mixed, active, mesic Ultic Haploxeralfs","colluvium","metasedimentary, unspecified","mountain slope & canyon","VD","None"
"235",2469428,"2pc8q",557291,"8194","Nedsgulch-Lickinfork complex, 40 to 90 percent slopes","provisional","Arpatutu",10,40,90,"well","F022AI201CA","Loamy-skeletal, mixed, semiactive, mesic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","canyon & mountain slope","MD","MD"
"419",2528926,"2pc8q",557291,"8194","Nedsgulch-Lickinfork complex, 40 to 90 percent slopes","provisional","Rock outcrop",5,40,90,NA,NA,NA,NA,NA,"canyon & mountain slope","NA","None"
"388",2528881,"2nf4f",554704,"8286","Jocal gravelly silt loam, 8 to 30 percent slopes","provisional","Jocal",80,8,30,"well","F022AG202CA","Fine-loamy, mixed, active, mesic Typic Haploxerults","colluvium & residuum","metasedimentary, unspecified","mountain slope","VD","VD"
"389",2528883,"2nf4f",554704,"8286","Jocal gravelly silt loam, 8 to 30 percent slopes","provisional","Mariposa",10,8,30,"well","F022AG202CA","Fine-loamy, mixed, semiactive, mesic Typic Haploxerults","residuum","metasedimentary, unspecified","mountain slope","MD","MD"
"387",2528880,"2nf4f",554704,"8286","Jocal gravelly silt loam, 8 to 30 percent slopes","provisional","Rock outcrop",5,8,30,NA,NA,NA,NA,NA,"mountain slope","NA","None"
"386",2528879,"2nf4f",554704,"8286","Jocal gravelly silt loam, 8 to 30 percent slopes","provisional","Typic Haploxerults",5,8,30,"well","F022AG202CA","Loamy-skeletal, mixed, active, mesic Typic Haploxerults","colluvium & residuum","metasedimentary, unspecified","mountain slope","MD","MD"
"380",2528873,"2nf4j",554705,"8287","Jocal-Fiddletown complex, 30 to 60 percent slopes","provisional","Jocal",50,30,60,"well","F022AG202CA","Fine-loamy, mixed, active, mesic Typic Haploxerults","colluvium & residuum","metasedimentary, unspecified","mountain slope","VD","None"
"381",2528874,"2nf4j",554705,"8287","Jocal-Fiddletown complex, 30 to 60 percent slopes","provisional","Fiddletown",35,30,60,"well","F022AG201CA","Loamy-skeletal, mixed, active, mesic Humic Dystroxerepts","colluvium & residuum","metasedimentary, unspecified","mountain slope","D","D"
"102",1853922,"2nf4j",554705,"8287","Jocal-Fiddletown complex, 30 to 60 percent slopes","provisional","Typic Haploxerults",10,30,60,"well","F022AG202CA","Loamy-skeletal, mixed, active, mesic Typic Haploxerults","colluvium & residuum","metasedimentary, unspecified","mountain slope","MD","MD"
"103",1853923,"2nf4j",554705,"8287","Jocal-Fiddletown complex, 30 to 60 percent slopes","provisional","Rock outcrop",5,30,60,NA,NA,NA,NA,NA,"mountain slope","NA","None"
"385",2528878,"2nf4h",554706,"8289","Fiddletown-Rock outcrop complex, 40 to 90 percent slopes","provisional","Fiddletown",60,40,90,"well","F022AG201CA","Loamy-skeletal, mixed, active, mesic Humic Dystroxerepts","colluvium & residuum","metasedimentary, unspecified","mountain slope & canyon","D","D"
"383",2528876,"2nf4h",554706,"8289","Fiddletown-Rock outcrop complex, 40 to 90 percent slopes","provisional","Rock outcrop",25,40,90,NA,NA,NA,NA,NA,"canyon & mountain slope","NA","None"
"382",2528875,"2nf4h",554706,"8289","Fiddletown-Rock outcrop complex, 40 to 90 percent slopes","provisional","Typic Haploxerults",10,40,90,"well","F022AG202CA","Loamy-skeletal, mixed, active, mesic Typic Haploxerults","colluvium & residuum","metasedimentary, unspecified","mountain slope & canyon","MD","MD"
"384",2528877,"2nf4h",554706,"8289","Fiddletown-Rock outcrop complex, 40 to 90 percent slopes","provisional","Jocal",5,40,90,"well","F022AG202CA","Fine-loamy, mixed, active, mesic Typic Haploxerults","colluvium & residuum","metasedimentary, unspecified","canyon & mountain slope","VD","None"
"59",1833603,"2msp6",549959,"8302","Tiger Creek-Nedsgulch complex, 3 to 15 percent slopes","provisional","Tiger Creek",55,3,15,"well","F022AI201CA","Fine-loamy, mixed, active, mesic Typic Rhodoxeralfs","colluvium & colluvium & residuum","marble & metasedimentary, unspecified","hill","VD","None"
"132",2029004,"2msp6",549959,"8302","Tiger Creek-Nedsgulch complex, 3 to 15 percent slopes","provisional","Nedsgulch",40,3,15,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","hill","VD","None"
"390",2528884,"2msp6",549959,"8302","Tiger Creek-Nedsgulch complex, 3 to 15 percent slopes","provisional","Rock outcrop",5,3,15,NA,NA,NA,NA,NA,"hill","NA","None"
"60",1833608,"2msp4",549961,"8307","Tiger Creek-Nedsgulch complex, 15 to 50 percent slopes","provisional","Tiger Creek",50,15,50,"well","F022AI201CA","Fine-loamy, mixed, active, mesic Typic Rhodoxeralfs","colluvium & colluvium & residuum","marble & metasedimentary, unspecified","hill","VD","None"
"131",2029002,"2msp4",549961,"8307","Tiger Creek-Nedsgulch complex, 15 to 50 percent slopes","provisional","Nedsgulch",35,15,50,"well","F022AI201CA","Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs","colluvium & residuum","metasedimentary, unspecified","hill","VD","None"
"391",2528886,"2msp4",549961,"8307","Tiger Creek-Nedsgulch complex, 15 to 50 percent slopes","provisional","Mercercave",10,15,50,"well","F022AI201CA","Clayey-skeletal, mixed, active, mesic Typic Rhodoxeralfs","colluvium & residuum","marble","hill","D","D"
"87",1842524,"2msp4",549961,"8307","Tiger Creek-Nedsgulch complex, 15 to 50 percent slopes","provisional","Rock outcrop",5,15,50,NA,NA,NA,NA,NA,"hill","NA","None"
"26",1792344,"2lp82",543492,"8312","Aquariusmine-Millvilla complex, 3 to 30 percent slopes","provisional","Aquariusmine",65,3,30,"well","F018XI206CA","Fine-loamy, mixed, superactive, thermic Vertic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified & marble","hill","D","D"
"25",1792343,"2lp82",543492,"8312","Aquariusmine-Millvilla complex, 3 to 30 percent slopes","provisional","Millvilla",22,3,30,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"283",2500536,"2lp82",543492,"8312","Aquariusmine-Millvilla complex, 3 to 30 percent slopes","provisional","Ultic Haploxeralfs",10,3,30,"well","F018XI202CA","Loamy-skeletal, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","D","D-VD"
"130",2028996,"2lp82",543492,"8312","Aquariusmine-Millvilla complex, 3 to 30 percent slopes","provisional","Vertic Palexerolls",3,3,30,"well","F018XI206CA","Fine, mixed, superactive, thermic Vertic Palexerolls","colluvium & colluvium & residuum","marble & metasedimentary, unspecified","hill","VD","None"
"42",1813302,"2lp81",543494,"8314","Rock outcrop-Tiger Creek-Vertic Haploxerepts complex, 1 to 45 percent slopes","provisional","Rock outcrop",40,1,30,NA,NA,NA,NA,NA,"hill","NA","None"
"371",2528827,"2lp81",543494,"8314","Rock outcrop-Tiger Creek-Vertic Haploxerepts complex, 1 to 45 percent slopes","provisional","Tiger Creek",39,15,45,"well","F022AI201CA","Fine, mixed, active, mesic Typic Rhodoxeralfs","colluvium & residuum","marble","hill","VD","None"
"372",2528828,"2lp81",543494,"8314","Rock outcrop-Tiger Creek-Vertic Haploxerepts complex, 1 to 45 percent slopes","provisional","Vertic Haploxerepts",19,1,5,"well","F018XI206CA","Vertic Haploxerepts","residuum","marble","hill & depression","VD","None"
"373",2528829,"2lp81",543494,"8314","Rock outcrop-Tiger Creek-Vertic Haploxerepts complex, 1 to 45 percent slopes","provisional","Anthraltic Xerorthents",2,1,30,"well","R018XI999CA","Anthraltic Xerorthents","mine spoil or earthy fill","NA","hill","VD","None"
"43",1813313,"2mdch",546259,"8317","Beybek-Rock outcrop complex, 3 to 30 percent slopes","provisional","Beybek",45,3,30,"well","F018XI206CA","Clayey-skeletal, mixed, superactive, thermic Leptic Haploxererts","colluvium & residuum","marble","hill","MD","MD"
"44",1813317,"2mdch",546259,"8317","Beybek-Rock outcrop complex, 3 to 30 percent slopes","provisional","Rock outcrop",35,3,30,NA,NA,NA,NA,NA,"hill","NA","None"
"281",2500534,"2mdch",546259,"8317","Beybek-Rock outcrop complex, 3 to 30 percent slopes","provisional","Millvilla",10,3,15,"well","R018XI106CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"282",2500535,"2mdch",546259,"8317","Beybek-Rock outcrop complex, 3 to 30 percent slopes","provisional","Mollic Haploxeralfs",10,8,30,"well","F018XI202CA","Loamy-skeletal, mixed, superactive, thermic Mollic Haploxeralfs","colluvium & colluvium & residuum","marble & metasedimentary, unspecified","hill","D","D"
"45",1813318,"2mdcj",546260,"8318","Aquariusmine-Rock outcrop-Ultic Haploxeralfs complex, 30 to 60 percent slopes","provisional","Aquariusmine",40,30,60,"well","F018XI206CA","Fine-loamy, mixed, superactive, thermic Vertic Haploxeralfs","colluvium & residuum & residuum","metasedimentary, unspecified & marble","hill","D","D"
"46",1813319,"2mdcj",546260,"8318","Aquariusmine-Rock outcrop-Ultic Haploxeralfs complex, 30 to 60 percent slopes","provisional","Rock outcrop",25,30,60,NA,NA,NA,NA,NA,"hill","NA","None"
"47",1813321,"2mdcj",546260,"8318","Aquariusmine-Rock outcrop-Ultic Haploxeralfs complex, 30 to 60 percent slopes","provisional","Ultic Haploxeralfs",25,30,60,"well","F018XI202CA","Loamy-skeletal, mixed, superactive, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","D","D"
"284",2500537,"2mdcj",546260,"8318","Aquariusmine-Rock outcrop-Ultic Haploxeralfs complex, 30 to 60 percent slopes","provisional","Millvilla",10,30,60,"well","R018XI106CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","residuum","metasedimentary, unspecified","hill","MD","MD"
"285",2500538,"2mdck",546261,"8319","Mollic Haploxeralfs-Pachic Argixerolls-Rock Outcrop complex, 50 to 90 percent slopes","provisional","Mollic Haploxeralfs",35,50,90,"well","R018XI125CA","Loamy-skeletal, mixed, superactive, thermic Mollic Haploxeralfs","colluvium & residuum","marble","canyon","MD","MD"
"286",2500539,"2mdck",546261,"8319","Mollic Haploxeralfs-Pachic Argixerolls-Rock Outcrop complex, 50 to 90 percent slopes","provisional","Pachic Argixerolls",35,50,90,"well","F018XI202CA","Loamy-skeletal, mixed, superactive, thermic Pachic Argixerolls","colluvium & residuum","marble","canyon","D","D"
"287",2500540,"2mdck",546261,"8319","Mollic Haploxeralfs-Pachic Argixerolls-Rock Outcrop complex, 50 to 90 percent slopes","provisional","Rock outcrop",30,50,90,NA,NA,NA,NA,NA,"free face & canyon","NA","None"
"436",2528971,"2xhkd",798392,"851","Mckeonhills clay, 5 to 15 percent slopes","provisional","Mckeonhills",90,5,15,"well","R018XI999CA","Fine, smectitic, thermic Aridic Haploxererts","colluvium & residuum","sandstone, calcareous","low hill","MD","MD"
"437",2528977,"2xhkd",798392,"851","Mckeonhills clay, 5 to 15 percent slopes","provisional","Aridic Haploxererts",7,2,8,"well","R018XI999CA","Fine, smectitic, thermic Aridic Haploxererts","colluvium & residuum","sandstone, calcareous","low hill","D","D-VD"
"439",2528980,"2xhkd",798392,"851","Mckeonhills clay, 5 to 15 percent slopes","provisional","Amador",1,5,15,"well","R018XI163CA","Loamy, mixed, superactive, thermic, shallow Typic Haploxerepts","residuum","tuff, acidic","low hill","S","S"
"440",2528981,"2xhkd",798392,"851","Mckeonhills clay, 5 to 15 percent slopes","provisional","Pentz",1,5,15,"well","R018XI163CA","Loamy, mixed, superactive, thermic, shallow Ultic Haploxerolls","residuum","sandstone, volcanic","low hill","S","S"
"438",2528978,"2xhkd",798392,"851","Mckeonhills clay, 5 to 15 percent slopes","provisional","Peters",1,2,8,"well","R018XI164CA","Clayey, smectitic, thermic, shallow Typic Haploxerolls","residuum","sandstone, volcanic","low hill","S","S"
"27",1792349,"2lp8f",543495,"9010","Urban land","provisional","Urban land",85,0,30,NA,NA,NA,NA,NA,"hill","NA","None"
"28",1792350,"2lp8f",543495,"9010","Urban land","provisional","Typic Xerorthents",8,3,60,"well","R018XI105CA","Araric, thermic Typic Xerorthents","residuum","igneous, metamorphic and sedimentary","hill","D","MD-D"
"443",2528984,"2lp8f",543495,"9010","Urban land","provisional","Ultic Haploxeralfs",7,0,15,"well","F018XI202CA","Thermic Ultic Haploxeralfs","human-transported material & residuum & colluvium","NA & igneous, metamorphic and sedimentary","hill","D","MD-D"
"29",1792352,"2lp8d",543496,"9011","Urban land-Sierra-Flanly complex, 3 to 25 percent slopes","provisional","Urban land",50,0,25,NA,NA,NA,NA,NA,"hill","NA","None"
"522",2630285,"2lp8d",543496,"9011","Urban land-Sierra-Flanly complex, 3 to 25 percent slopes","provisional","Sierra",25,3,25,"well","F018XI205CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","granitoid","hill","VD","None"
"523",2630286,"2lp8d",543496,"9011","Urban land-Sierra-Flanly complex, 3 to 25 percent slopes","provisional","Flanly",18,3,25,"well","F018XI205CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","diorite","hill","MD","MD"
"524",2630287,"2lp8d",543496,"9011","Urban land-Sierra-Flanly complex, 3 to 25 percent slopes","provisional","Ultic Haploxeralfs",5,0,15,"well","F018XI205CA","Thermic Ultic Haploxeralfs","human-transported material & residuum & colluvium","NA & igneous, metamorphic and sedimentary","hill","D","MD-D"
"564",2635147,"2lp8d",543496,"9011","Urban land-Sierra-Flanly complex, 3 to 25 percent slopes","provisional","Fluvaquents",2,0,3,"poorly","R018XX101CA","Sandy, mixed, thermic Typic Fluvaquents","alluvium","granitoid","flood plain","VD","None"
"97",1844299,"2lp8c",543499,"9012","Urban land-Copperopolis complex, 0 to 15 percent slopes","provisional","Urban land",65,0,15,NA,NA,NA,NA,NA,"hill","NA","None"
"159",2045872,"2lp8c",543499,"9012","Urban land-Copperopolis complex, 0 to 15 percent slopes","provisional","Copperopolis",25,3,15,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxerepts","residuum","slate","hill","S","S"
"160",2045873,"2lp8c",543499,"9012","Urban land-Copperopolis complex, 0 to 15 percent slopes","provisional","Whiterock",10,3,15,"somewhat excessively","F018XI200CA","Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthents","residuum","slate","hill","VS","VS"
"243",2482861,"2x29b",785647,"9012b","Urban land-Copperopolis-Whiterock complex, 8 to 30 percent slopes","provisional","Urban land",65,8,30,NA,NA,NA,NA,NA,"hill","NA","None"
"441",2528982,"2x29b",785647,"9012b","Urban land-Copperopolis-Whiterock complex, 8 to 30 percent slopes","provisional","Copperopolis",20,8,30,"well","F018XI200CA","Loamy-skeletal, mixed, superactive, thermic Lithic Haploxerepts","residuum","slate","hill","S","S"
"442",2528983,"2x29b",785647,"9012b","Urban land-Copperopolis-Whiterock complex, 8 to 30 percent slopes","provisional","Whiterock",15,8,30,"somewhat excessively","F018XI200CA","Loamy, mixed, superactive, nonacid, thermic Lithic Xerorthents","residuum","slate","hill","VS","VS"
"98",1844308,"2lp8b",543500,"9013","Urban land-Millvilla complex, 0 to 30 percent slopes","provisional","Urban land",50,0,30,NA,NA,NA,NA,NA,"hill","NA","None"
"527",2630291,"2lp8b",543500,"9013","Urban land-Millvilla complex, 0 to 30 percent slopes","provisional","Millvilla",33,3,30,"well","F018XI202CA","Fine-loamy, mixed, active, thermic Ultic Haploxeralfs","colluvium & residuum","metasedimentary, unspecified","hill","MD","MD"
"528",2630292,"2lp8b",543500,"9013","Urban land-Millvilla complex, 0 to 30 percent slopes","provisional","Deerflat",10,3,15,"well","F018XI202CA","Fine-loamy, mixed, semiactive, thermic Ultic Argixerolls","colluvium & residuum","metasedimentary, unspecified","hill","VD","VD"
"525",2630289,"2lp8b",543500,"9013","Urban land-Millvilla complex, 0 to 30 percent slopes","provisional","Typic Xerorthents",3,3,60,"well","R018XI105CA","Araric, thermic Typic Xerorthents","residuum","igneous, metamorphic and sedimentary","hill","D","MD-D"
"565",2635148,"2lp8b",543500,"9013","Urban land-Millvilla complex, 0 to 30 percent slopes","provisional","Fluvaquents",2,0,3,"poorly","R018XX101CA","Sandy, mixed, thermic Typic Fluvaquents","alluvium","NA","flood plain","VD","None"
