STA,Station Name,Elevation,Latitude,Longitude,Nearby City,Hydro,Basin,Owner,Maintenance,Operator,Map,Collect,County Name,Basin Name,Agency Name,Hydro Area,Sensors,
MLK,MERCED LAKE,7300,37.7386,-119.4057,YOSEMITE VALLEY,6,8701,204,999,702,25,0,MARIPOSA,MERCED R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"1,4,9,10,12,14,18,25,77,78,96,97,98,99,100,103,104,105,106,107,108,115,146",
MLR,MALLORY RIDGE,2040,37.817,-121.779,DANVILLE,2,8101, , ,97,23,0,CONTRA COSTA,DELTA,Contra Costa Water District,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
MN3,MINARETS 3,8200,37.653,-118.992,MAMMOTH LAKES,9,11001, , ,999,26,0,MONO,OWENS R,None Specified,SOUTH LAHONTAN,"3,18,82",
MNG,MINING RIDGE,4710,36.081,-121.496,LUCIA,3,3701, , ,127,29,0,MONTEREY,MONTEREY COAST,Monterey County,CENTRAL COAST,"16",
MNK,MINERAL KING,8000,36.437,-118.587,MINERAL KING,7,9501, , ,53,32,0,TULARE,KAWEAH R,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82",
MRB,SAN JOAQUIN R AT MAZE RD BRIDGE,39,37.6414,-121.2276,SAN JOAQUIN CITY,6,9001, , ,1,23,0,STANISLAUS,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,25,27,28,41,61,62,100",
MRC,MERCED R NR MERCED FALLS,311,37.522,-120.331,MERCED,6,8701, , ,58,24,0,MERCED,MERCED R,US Geological Survey,SAN JOAQUIN RIVER,"8,65,66",
MRD,EEL RIVER SF NR MIRANDA (AT SYLVANDALE),218,40.1818084716797,-123.776145935059,MIRANDA,1,1201,700,999,5,7,0,HUMBOLDT,EEL R,USGS and DWR,NORTH COAST,"1,2,14,16,20,45,169",
MRK,MARIPOSA CK ABV TOMKI RD,955,39.3322,-123.2353,HOPLAND,1,1601, , ,40,0,2,MENDOCINO,RUSSIAN R,National Weather Service,NORTH COAST,"1,14",
MSB,MORMON SLOUGH AT BELLOTA (ALERT),125,38.053,-121.01,BELLOTA,6,8401, , ,139,17,0,SAN JOAQUIN,CALAVERAS R,San Joaquin County,SAN JOAQUIN RIVER,"1",
MTB,MIDDLE RIVER AT TRACY BLVD,20,37.881,-121.456,TRACY,6,9001, , ,1,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,5,14,25,100,141,144",
NC2,NUCLEAR 2,9500,37.37,-118.715,,9,11001, , ,999,26,0,INYO,OWENS R,None Specified,SOUTH LAHONTAN,"3,18,82",
NCA,NICASIO,180,38.075,-122.757,POINT REYES STATION,2,1701, , ,89,16,0,MARIN,COAST-MARIN,Marin Municipal Water District,SAN FRANCISCO BAY,"15",
NFC,N FORK CACHE CREEK AT HOUGH SPRINGS,1534,39.1654472351074,-122.619987487793,,5,7901, , ,58,12,0,LAKE,CACHE CR,US Geological Survey,SACRAMENTO RIVER,"1,14,20",
NHW,NEW HOGAN WEATHER,554,38.1508,-120.8156,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,4,9,10,12,14,17,26,29,45,47,175",
NTR,NF TRINITY RIVER AT HELENA,1345,40.782,-123.127,HELENA,1,901, , ,404,7,0,TRINITY,TRINITY R,US Geological Survey & US Bureau of Reclamation,NORTH COAST,"1,4,14,20,25",
NVD,NEVADA CITY,2781,39.25,-121.001,NEVADA CITY,5,7401, , ,129,13,0,NEVADA,YUBA R,Nevada County,SACRAMENTO RIVER,"2,45",
OEM,OLD ENTERPRISE MILL,6600,36.243,-118.678,PORTERVILLE,7,9601, , ,3,32,0,TULARE,TULE R,CAL FIRE,TULARE LAKE,"3,18,82",
OH1,OLD RIVER AT HEAD,15,37.8075523376465,-121.331253051758,TRACY,6,9001, , ,1,999,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,21,25,27,28,41,61,62,100,115,144",
ONO,OAKLAND NORTH,1500,37.867,-122.217,OAKLAND,2,2001, , ,302,22,0,ALAMEDA,EAST BAY,Oakland Fire Services Agency,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,30,31,32,77,78",
OSO,OAKLAND SOUTH,1000,37.7881,-122.1436,OAKLAND,2,2001, , ,302,22,0,ALAMEDA,EAST BAY,Oakland Fire Services Agency,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,30,31,32,45,77,78",
PCF,PACIFIC HOUSE (OBSERVER),3400,38.765,-120.5,POLLACK PINES,5,7701, , ,40,18,0,EL DORADO,AMERICAN R,National Weather Service,SACRAMENTO RIVER,"2,45",
PCH,PANOCHE ROAD,500,36.636,-120.64,PANOCHE,6,9201, , ,3,30,0,FRESNO,SAN JOAQUIN VLY WEST,CAL FIRE,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14",
PCS,PILOT CREEK ABOVE STUMPY MEADOW LAKE,4280,38.8946266174316,-120.568260192871,GEORGETOWN,5,7601, , ,58,18,0,EL DORADO,RUBICON R,US Geological Survey,SACRAMENTO RIVER,"1,14,20",
PDR,MILL CREEK NEAR PIEDRA,550,36.819,-119.3409,PIEDRA,6,9401, , ,56,31,0,FRESNO,KINGS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,14,20,41",
PM2,PUMPING PLANT 2,34,39.0263175964355,-121.726768493652,YUBA CITY,5,6501, , ,711,999,0,SUTTER,SACRAMENTO R,CA Dept of Water Resources, Sutter Maintenance Yard,SACRAMENTO RIVER,"1,14",
PMD,POISON MEADOW,6800,37.397,-119.518,SUGAR PINE,6,9001, , ,35,25,0,MADERA,SAN JOAQUIN R,Bass Lake Ranger District,SAN JOAQUIN RIVER,"3,18,82",
PNR,PONCIANO RIDGE,2610,36.4,-121.723,CARMEL VALLEY,3,3601, , ,127,29,0,MONTEREY,CARMEL R,Monterey County,CENTRAL COAST,"16",
PTM,PANTHER MEADOW,8600,36.588,-118.717,,7,9501, , ,53,32,0,TULARE,KAWEAH R,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82",
PVP,POTTER VALLEY PH,1020,39.367,-123.133,UKIAH,1,1601, , ,60,11,0,MENDOCINO,RUSSIAN R,Pacific Gas & Electric,NORTH COAST,"2,4,7,12,14,16,17,45,69",
QUA,QUAKING ASPEN,7200,36.1175384521484,-118.539939880371,CAMP NELSON,7,9601,702,702,702,999,0,TULARE,TULE R,CA Dept of Water Resources/Snow Surveys,TULARE LAKE,"2,3,4,14,18,30,31,32,45,82,103,104,105",
RDC,ROUND CORRAL,9000,36.993,-118.902,,7,9401, , ,61,32,0,FRESNO,KINGS R,Pacific Gas and Electric Company, Auberry,TULARE LAKE,"3,18,82",
RGC,ROGERS CAMP,6200,36.108,-118.637,CAMP NELSON,7,9601, , ,56,32,0,TULARE,TULE R,US Army Corps of Engineers,TULARE LAKE,"2,4,45,203",
RRG,RODDY RANCH GOLF CLUB,403,37.9236,-121.7858,ANTIOCH,2,2001, , ,107,22,0,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"2,16,45",
RSH,RUSH CREEK POWER HOUSE,7240,37.769,-119.131,LEE VINING,9,10901, , ,44,25,0,MONO,MONO LAKE,US Forest Service,SOUTH LAHONTAN,"2,4,9,10,11,12,13,14,26,30,31,32,77,78",
RUM,CACHE CREEK AT RUMSEY BRIDGE,400,38.89,-122.238,WOODLAND,5,7901,700,999,5,16,0,YOLO,CACHE CR,USGS and DWR,SACRAMENTO RIVER,"1,14,20,41,144,169",
S52,MF STANISLAUS R AT KENNEDY MEADOWS,6326,38.297501,-119.74028,DARDANELLE,6,8501, , ,60,19,20,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"20",
SAL,SAN ANDREAS LANDING,0,38.104,-121.591,RIO VISTA,5,8101, , ,50,17,0,SAN JOAQUIN,DELTA,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25,100",
SDB,SADDLEBAG LAKE RESERVOIR,10090,37.966,-119.272,LEE VINING,9,10901, , ,68,25,0,MONO,MONO LAKE,Southern California Edison Company, Big Creek,SOUTH LAHONTAN,"15",
SDL,SADDLEBAG LAKE,9750,37.957,-119.267,TUOLUMNE MEADOWS,9,10901, , ,69,25,0,MONO,MONO LAKE,Southern California Edison Company, Bishop,SOUTH LAHONTAN,"3,18,82",
SFN,SAN FRANCISCO,150,37.770557,-122.426941,SAN FRANCISCO,2,2801, , ,40,22,13,SAN FRANCISCO,SF BAY,National Weather Service,SAN FRANCISCO BAY,"2,45",
SFR,SAN JOAQUIN SF NR FLORENCE,7200,37.273,-118.965,MONO HOT SPRINGS,6,9001, , ,68,26,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company, Big Creek,SAN JOAQUIN RIVER,"65,66",
SHK,SOUTH FORK MOUNTAIN,3450,40.657,-122.525,,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"4,14,16,30,31,32,45",
SHO,SHASTA DAM (OBS),1075,40.717,-122.417,REDDING,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,45",
SHW,SAPPS HOLLOW,6950,38.412,-120.028,TAMARACK,6,8501, , ,36,18,0,TUOLUMNE,STANISLAUS R,Calaveras Ranger District,SAN JOAQUIN RIVER,"3,18,82",
SLB,SLAB CREEK,1850,38.7725,-120.6994,PLACERVILLE,5,7701, , ,85,18,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"6,15,23",
SLG,SALINAS RIVER AT LAGOON,12,36.75,-121.8,CASTROVILLE,3,3301, , ,127,29,0,MONTEREY,SALINAS R,Monterey County,CENTRAL COAST,"1",
SLH,SOUTH LAKE TAHOE AIRPORT,6314,38.898335,-119.99472,SOUTH LAKE TAHOE,8,10501, , ,40,19,13,EL DORADO,TRUCKEE R,National Weather Service,NORTH LAHONTAN,"2,45",
SLS,SALT SPRINGS,3700,38.497,-120.216,TAMARAK,6,8301, , ,60,18,0,AMADOR,MOKELUMNE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"2,6,15",
SLT,SLATE CREEK,5700,41.045,-122.478,CASTELLA,5,6501,50,700,50,3,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,3,4,14,16,18,30,31,32,45,82",
SMP,SWAMP MEADOW,9000,37.135,-119.075,,7,9401, , ,999,25,0,FRESNO,KINGS R,None Specified,TULARE LAKE,"3,18,82",
SMR,SOUTH MOKELUMNE R AT W WALNUT GROVE RD,0,38.2255,-121.4911,WALNUT GROVE,6,8301, , ,58,17,0,SAN JOAQUIN,MOKELUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,20,21,25,100,221",
SNF,SNOW FLAT,8700,37.827,-119.497,CRANE FLAT,6,8701,702,999,52,25,0,MARIPOSA,MERCED R,Yosemite National Park,SAN JOAQUIN RIVER,"3,4,14,18,82",
SNR,SANGUINETTI RANCH,238,37.993,-120.981,LINDEN,6,9001, , ,139,24,0,SAN JOAQUIN,SAN JOAQUIN R,San Joaquin County,SAN JOAQUIN RIVER,"2,16,45",
SNV,SAN ANTONIO RESERVOIR NEAR SUNOL,498,37.577227,-121.845818,PLEASANTON,2,2101, , ,182,23,2,ALAMEDA,ALAMEDA CR,San Francisco PUC,SAN FRANCISCO BAY,"14,16,45",
SOD,SODA CREEK,1773,39.433,-122.983,WILLOWS,1,1201, , ,44,12,0,HUMBOLDT,EEL R,US Forest Service,NORTH COAST,"2,4,9,10,11,12,13,14,30,31,32,77,78",
SOK,STANISLAUS RIVER AT OAKDALE,120,37.777,-120.852,OAKDALE,6,8501, , ,58,24,0,STANISLAUS,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"14,25",
SOL,LAKE SOLANO,150,38.5,-122.0,WINTERS,5,8001, , ,221,16,0,SOLANO,PUTAH CR,Solano County Water Agency,SACRAMENTO RIVER,"15",
SOR,SONORA RS,1749,37.983,-120.383,SONORA,6,8601, , ,306,24,0,TUOLUMNE,TUOLUMNE R,Tuolumne Utility District,SAN JOAQUIN RIVER,"2,45",
SPA,SPANISH LAKE,4840,36.262,-120.526,COALINGA,7,9950,701,999,703,30,0,FRESNO,LOS GATOS CR (NEAR COALINGA),CA Dept of Water Resources/O & M,TULARE LAKE,"2,14,45",
SPC,SPRING CREEK DEBRIS DAM,816,40.629,-122.474,KESWICK,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"6,15,23,71,76,85",
SPP,SPRING CREEK POWERHOUSE,600,40.628,-122.466,REDDING,5,6501,50,999,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"14,25,27,61",
SPS,SONORA PASS BRIDGE,8750,38.318,-119.601,BRIDGEPORT,8,10801, , ,54,19,0,MONO,WALKER R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,45,82",
SR1,SHERMAN PEAK REPEATER,9900,36.01,-118.39,PORTERVILLE,7,9901, , ,56,32,0,TULARE,TULARE LAKE WESTSIDE,US Army Corps of Engineers,TULARE LAKE,"4,14",
SR3,THREE MILE SLOUGH AT SAN JOAQUIN R,8,38.090109,-121.686771,RIO VISTA,5,9001, , ,704,16,2,SACRAMENTO,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14,100,146",
SSF,SOUTH FORK STANISLAUS R,1600,38.066,-120.354,COLUMBIA,6,8501, , ,801,18,0,TUOLUMNE,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
TAH,LAKE TAHOE,6221,39.181,-120.118,TAHOE CITY,8,10501, , ,50,14,0,PLACER,TRUCKEE R,US Bureau of Reclamation,NORTH LAHONTAN,"15",
TAS,TASSAJARA,30,37.787441,-121.874947,TASSAJARA,2,2001, , ,107,23,23,CONTRA COSTA,EAST BAY,Contra Costa County,SAN FRANCISCO BAY,"16",
TAY,NELSON ST TAYLORSVILLE,3540,40.0793,-120.8357,TAYLORSVILLE,5,7301, , ,1,10,0,PLUMAS,FEATHER R,CA Dept of Water Resources,SACRAMENTO RIVER,"2,4,9,12,14,17,26,30,31,32,45,77,78,103,115",
TCC,TAHOE CITY CROSS,6750,39.171439,-120.154658,TAHOE CITY,8,10601,999,999,54,13,0,PLACER,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82",
TCD,TULE R CONDUIT BLW TULE DIV DAM,5100,36.2086,-118.6569,CAMP NELSON,6,9601, , ,60,32,0,TULARE,TULE R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"1",
TCN,STANISLAUS R AT CONFLUENCE N AND M FORKS,1200,38.147,-120.371,ANGELS CAMP,6,8501, , ,801,18,0,TUOLUMNE,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
TCR,TRACY CARBONA,140,37.7,-121.433,TRACY,6,9301, , ,40,23,0,SAN JOAQUIN,SAN JOAQUIN FLOOR,National Weather Service,SAN JOAQUIN RIVER,"2",
THC,LAKE TAHOE AT TAHOE CITY,6230,39.182,-120.119,TAHOE CITY,8,10501, , ,1,14,0,PLACER,TRUCKEE R,CA Dept of Water Resources,NORTH LAHONTAN,"2,4,6,7,14",
TLH,TELEGRAPH HILL,3730,38.03,-120.353,COLUMBIA,6,8501,50,700,50,18,0,TUOLUMNE,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,4,14,16,30,31,32,45",
TLS,TUOLUMNE R NEAR LUMSDEN CAMPGROUND,1421,37.83612,-120.05367,GROVELAND,6,8601, , ,801,24,0,TUOLUMNE,TUOLUMNE R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,"25",
TM3,THOMPSON MEADOW SITE3,5496,39.980137,-120.479876,PORTOLA,5,7301, , ,707,14,2,PLUMAS,FEATHER R,CA Dept of Water Resources, NRO,SACRAMENTO RIVER,"1,14,20,164,165",
TMP,TOMASINI POINT,40,38.117,-122.85,POINT REYES,2,1701, , ,7,16,0,MARIN,COAST-MARIN,CA Dept of Health Services (Richmond),SAN FRANCISCO BAY,"1,2,4,9,10,12,45",
TOT,COMBINED SSD & WCD FLOWS,4030,40.3814,-120.4342,STANDISH,8,10401, , ,1,10,0,LASSEN,SUSAN R,CA Dept of Water Resources,NORTH LAHONTAN,"20,69",
TPS,TOM PAINE SLOUGH ABV THE MOUTH,9,37.7905349731445,-121.418632507324,TRACY,6,9001, , ,704,999,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"1,14,25,100,141,144",
TRH,TUOLUMNE RIVER NEAR HETCH HETCHY,3430,37.9374198913574,-119.798233032227,MATHER,6,8601, , ,58,25,0,TUOLUMNE,TUOLUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20,25",
TSC,SF TULE R NR SUCCESS,770,36.0425,-118.8567,PORTERVILLE,7,9601, , ,56,32,0,TULARE,TULE R,US Army Corps of Engineers,TULARE LAKE,"1,14",
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,10,38.1033,-121.6861,ANTIOCH,5,6501, , ,5,16,0,SACRAMENTO,SACRAMENTO R,USGS and DWR,SACRAMENTO RIVER,"1,20,21,25,27,61,100,222,223,224,225,226,227,228,229,230",
TTK,TERMINAL TANK (KB004207),650,37.399,-121.834,SANTA CLARA,2,2801, , ,703,23,0,SANTA CLARA,SF BAY,CA Dept of Water Resources/O & M,SAN FRANCISCO BAY,"25,27,100,114",
VEN,VENADO,1260,38.617,-123.017,HEALDSBURG,1,1601,700,999,1,15,0,SONOMA,RUSSIAN R,CA Dept of Water Resources,NORTH COAST,"2,4,14,16,45",
VNE,VENICE ISLAND,0,38.05,-121.496,LODI,5,8101, , ,1,17,0,SAN JOAQUIN,DELTA,CA Dept of Water Resources,SACRAMENTO RIVER,"1,2,14",
WBM,WABENA MEADOWS,6300,39.227,-120.402,SODA SPRINGS,5,7701,999,999,87,14,0,PLACER,AMERICAN R,Placer County Water Agency,SACRAMENTO RIVER,"3,18,82",
WGS,SACRAMENTO R AT WALNUT GROVE STAGE,22,38.239414,-121.51672,WALNUT GROVE,5,6501, , ,704,16,2,SACRAMENTO,SACRAMENTO R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14",
WHI,WHISKEYTOWN DAM (USBR),1210,40.598,-122.537,REDDING,5,6501, , ,50,8,0,SHASTA,SACRAMENTO R,US Bureau of Reclamation,SACRAMENTO RIVER,"2,6,7,8,15,22,23,45,48,71,74,76,85",
WPC,TRINITY RIVER NEAR WEITCHPEC,300,41.179,-123.706,WEITCHPEC,1,901, , ,50,2,0,HUMBOLDT,TRINITY R,US Bureau of Reclamation,NORTH COAST,"4,14,25,30,31,32,61,62,100",
WR2,WARD CREEK 2,7000,39.142,-120.225,TAHOE CITY,8,10601, , ,25,14,0,PLACER,LAKE TAHOE,Lake Tahoe Basin Management Unit,NORTH LAHONTAN,"3,18,82",
WRG,WRIGHTS LAKE,6900,38.847,-120.233,KYBURZ,5,7701, , ,85,18,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"3,4,18,82",
WTP,WEITCHPEC WQ,167,41.1862,-123.701,WEITCHPEC,1,201, , ,350,2,0,HUMBOLDT,KLAMATH R,Yurok Tribe,NORTH COAST,"25,61,62,100",
WWD,WESTWOOD,5150,40.307,-120.9,WESTWOOD,5,7301, , ,3,10,0,LASSEN,FEATHER R,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
Y31,SOUTH YUBA CANAL YB-31,9999,39.291897,-120.730219,NEVADA CITY,5,7401, , ,60,13,0,NEVADA,YUBA R,Pacific Gas & Electric,SACRAMENTO RIVER,"69",
YCB,YUBA CANYON CK/BOWMAN LK,5100,39.44,-120.661,SIERRA CITY,5,7401, , ,999,14,0,NEVADA,YUBA R,None Specified,SACRAMENTO RIVER,"65,66",
YSV,YOSEMITE HEADQUARTERS,3966,37.74,-119.583,YOSEMITE VILLAGE,6,8701, , ,204,25,0,MARIPOSA,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"2,45,203",
PPK,PIUTE PEAK,6650,35.427,-118.409,TEHACHAPI,7,9750, , ,115,39,0,KERN,CALIENTE CR,Kern County,TULARE LAKE,"14,16",
PRD,PARADISE FIRE STATION,1750,39.75,-121.617,CHICO,5,7201, , ,40,13,0,BUTTE,BUTTE CR,National Weather Service,SACRAMENTO RIVER,"2,45",
PSB,PASO ROBLES AIRPORT,836,35.673054,-120.626114,PASO ROBLES,3,3301, , ,40,37,13,SAN LUIS OBISPO,SALINAS R,National Weather Service,CENTRAL COAST,"2,45",
PSD,HUMBOLDT R AT PALISADES,4826,40.6075,-116.201,,8,10850, , ,40,0,0,State of Nevada,HUMBOLDT R (STATE OF NEVADA),National Weather Service,NORTH LAHONTAN,"1",
SVL,SIERRAVILLE (DWR),4975,39.583,-120.367,SIERRAVILLE,5,7301,701,999,703,14,0,SIERRA,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,14,45,203",
SWB,STRAWBERRY,5620,38.2,-119.983,PINECREST,6,8501, , ,60,19,0,TUOLUMNE,STANISLAUS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"6,15",
BCQ,CHOWCHILLA R BLW BUCHANAN DAM,420,37.2156,-119.9903,RAYMOND,6,8801, , ,56,25,0,MADERA,CHOWCHILLA R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,14,25",
BDF,BADGER FLAT,8300,37.265,-119.108,,6,9001, , ,68,25,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company, Big Creek,SAN JOAQUIN RIVER,"3,18,82",
SC1,SACATA REPEATER,3520,36.9153,-119.2075,SANGER,6,9401, , ,56,31,0,FRESNO,KINGS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"4,14,30,31,32",
ALS,ALDER SPRINGS (USACE),4500,39.65,-122.725,ELK CREEK,5,7251, , ,56,12,0,GLENN,STONY CR,US Army Corps of Engineers,SACRAMENTO RIVER,"2,45",
AMK,AMERICAN SF NR KYBURZ,3840,38.764,-120.325,KYBURZ,5,7701, , ,58,18,0,EL DORADO,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"1,20,65,66",
ARC,MAD RIVER NEAR ARCATA,33,40.9098510742188,-124.060615539551,ARCATA,1,1101,700,999,5,6,0,HUMBOLDT,MAD R,USGS and DWR,NORTH COAST,"1,4,14,20,30,31,32,169",
DM2,CHECK 20,165,36.831,-120.433,FIREBAUGH,6,9001, , ,50,30,0,FRESNO,SAN JOAQUIN R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"14,25,100",
DNF,DEADMAN FLAT,6100,39.205,-120.363,,5,7701, , ,999,14,0,PLACER,AMERICAN R,None Specified,SACRAMENTO RIVER,"3,18,82",
DNS,DONNER SUMMIT,6900,39.31,-120.338,,5,7401, , ,63,14,0,PLACER,YUBA R,Pacific Gas and Electric Company, Auburn,SACRAMENTO RIVER,"3,18,82",
DOS,MIDDLE FORK EEL RIVER NEAR DOS RIOS,900,39.7062683105469,-123.325294494629,LAYTONVILLE,1,1201, , ,58,11,0,MENDOCINO,EEL R,US Geological Survey,NORTH COAST,"1,14,20",
DOT,DOOLEY CK AT OLD TOLL RD NR HOPLAND,570,38.9761,-123.0703,HOPLAND,1,7601, , ,40,0,2,MENDOCINO,RUBICON R,National Weather Service,NORTH COAST,"1,14",
DP2,DONNER PARK 2,6000,39.32,-120.245,,8,10501, , ,999,14,0,PLACER,TRUCKEE R,None Specified,NORTH LAHONTAN,"3,18,82",
KR3,KERN R INTAKE NO. 3,3650,35.95,-118.48,KERNVILLE,7,9701, , ,68,39,0,KERN,KERN R,Southern California Edison Company, Big Creek,TULARE LAKE,"2,45",
KTI,KNOCTI RAWS (MT. KONOCTI),2163,38.9118,-122.7063,LOWER LAKE,5,7901, , ,3,15,2,LAKE,CACHE CR,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,45,77,78",
3RV,THREE RIVERS PH NO 1,1140,36.467,-118.867,VISALIA,7,9501, , ,69,32,0,TULARE,KAWEAH R,Southern California Edison Company, Bishop,TULARE LAKE,"2",
AFO,AMERICAN RIVER AT FAIR OAKS,72,38.6354598999023,-121.227729797363,FAIR OAKS,5,7701, , ,58,17,0,SACRAMENTO,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"1,14,20,25",
ALM,LAKE ALMANOR,4600,40.218,-121.173,CHESTER,5,7301, , ,60,9,0,PLUMAS,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"6,15,22,23,68,74,76",
ALP,ALPHA (SMUD),7600,38.8041915893555,-120.21565246582,STRAWBERRY,5,7701,700,999,85,999,0,EL DORADO,AMERICAN R,Sacramento Municipal Utility District,SACRAMENTO RIVER,"2,3,4,25,30,31,32,45,82",
B09,21N1E13L02M CHICO UNIV FARM,151,39.673446,-121.814422,CHICO,5,7201, , ,104,12,2,BUTTE,BUTTE CR,Butte County,SACRAMENTO RIVER,"25,170",
BBI,BYRON BETHANY IRRIGATION DIST DIVERSION,3,37.8298,-121.5574,BYRON,2,8101, , ,717,23,16,CONTRA COSTA,DELTA,Byron Bethany Irrigation District,SAN FRANCISCO BAY,"110",
BBQ,STONEY CK BLW BLACK BUTTE DAM,366,39.8186,-122.3239,ORLAND,5,6501, , ,56,12,0,TEHAMA,SACRAMENTO R,US Army Corps of Engineers,SACRAMENTO RIVER,"1,14,25",
BCA,BOCA,5575,39.383,-120.1,TRUCKEE,8,10501, , ,40,14,0,NEVADA,TRUCKEE R,National Weather Service,NORTH LAHONTAN,"2",
BCC,BLACK CREEK NR COPPEROPOLIS,746,37.9610366821289,-120.615203857422,COPPEROPOLIS,6,8501,58,1,58,24,0,CALAVERAS,STANISLAUS R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,16,20",
BIX,BIXLER ROAD,14,37.94,-121.622,BRENTWOOD,2,9001, , ,107,23,0,CONTRA COSTA,SAN JOAQUIN R,Contra Costa County,SAN FRANCISCO BAY,"16",
BJP,BYRON JACKSON PUMPS,35,38.87,-121.753,ROBBINS,5,6501, , ,151,17,0,SUTTER,SACRAMENTO R,Sutter County,SACRAMENTO RIVER,"1,14,20,141",
BKE,BRECKENRIDGE,7548,35.4506,-118.5839,HAVILAH,7,9701, , ,59,39,0,KERN,KERN R,US Bureau of Land Management,TULARE LAKE,"2,4,9,10,12,13,14,26,30,31,32,77,78",
BKL,BUCKS LAKE,5750,39.85,-121.242,QUINCY,5,7301, , ,703,13,0,PLUMAS,FEATHER R,CA Dept of Water Resources/O & M,SACRAMENTO RIVER,"2,3,14,45,82,203",
BKM,BUCK MEADOWS,3200,37.8233,-120.0975,GROVELAND,6,8601, , ,94,24,0,TUOLUMNE,TUOLUMNE R,Hetch Hetchy Water and Power,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78",
BKR,BAKER,700,40.283,-122.373,COTTONWOOD,5,6901, , ,3,8,0,TEHAMA,COTTONWOOD CR,CAL FIRE,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14",
